CODIGO,NOME,TITULO,GRAUDEPROTECAO,DESCRICAO,RENDIMENTO100,RENDIMENTO50,RENDIMENTO75,MOMENTOINERCIA,CONJUGADOROTORBLOQUEADO,CORRENTEROTORBLOQUEADO,CONJUGADOMAXIMO,NIVELRUIDO,CONJUGADONOMINAL,NUMERODEPOLOS,FATORPOTENCIA100,FATORPOTENCIA50,FATORPOTENCIA75,POTENCIALNOMINAL,TEMPOROTORBLOQUEADO,RPM,RPMASSINCRONO,FATORSERVICO,COD_CARCACA,COD_CLASSEMOTOR,COD_FABRICANTE,PESO,CORRENTE_VAZIO,TENSAO,CORRENTENOMINAL
3333,•W1763•,•W1763•,•IP55•,•W1763•,95.4,94,95,109609,43678,4536,2,77,180,,0.8,0.7,0.78,300,64,1200,1190,1.15,46,2,2,1655,0,•220/380/440•,•756/436.21/378•
3334,•W1764•,•W1764•,•IP55•,•W1764•,95.6,95.2,95.5,972496,43678,,43467,77,179960,6,0.81,0.68,0.78,300,30,1200,1192,1.15,46,2,2,1667,0,•220/380/440•,•746.00/431.89/373.00•
3335,•W1765•,•W1765•,•IP55•,•W1765•,96.1,95.6,96.1,566274,43709,,43467,66,179,6,0.82,0.69,0.79,300,26,1200,1195,1.25,46,3,2,1008,0,•220/380/440•,•734/425/367•
3336,•W1766•,•W1766•,•IP55•,•W1766•,94.7,93.8,94.7,11184,43498,1390997,43648,66,241,,0.78,0.6,0.71,300,19,900,890,1,49,1,2,1700,0,•220/380/440•,•782/451.21/391•
3337,•W1767•,•W1767•,•IP55•,•W1767•,94,92.4,93.8,194686,43586,5376,43467,75,241,,0.8,0.66,0.75,300,36,900,890,1,46,1,2,1894,0,•220/380/440•,•768/443.13/384•
3338,•W1768•,•W1768•,•IP55•,•W1768•,94,92.4,93.8,194686,43586,,43467,,218747,8,0.8,0.66,0.75,300,36,900,890,1,46,1,2,,0,•220/380/440•,•767.80/444.52/383.90•
3339,•W1769•,•W1769•,•IP55•,•W1769•,94.5,93.7,94.1,194686,43586,,43467,75,218747,8,0.8,0.64,0.74,300,36,900,890,1.15,46,1,2,-2158,0,•220/380/440•,•764.00/442.32/382.00•
3340,•W1770•,•W1770•,•IP55•,•W1770•,95.3,93.4,94.8,194686,43586,5369,43467,75,241,,0.79,0.63,0.74,300,36,900,890,1.15,46,2,2,1942,0,•220/380/440•,•767/442.55/383.5•
3341,•W1771•,•W1771•,•IP55•,•W1771•,95.5,94.8,95.5,171510,43586,,43467,75,218012,8,0.8,0.66,0.76,300,44,900,893,1.15,46,2,2,1843,0,•220/380/440•,•756.00/437.68/378.00•
3342,•W1772•,•W1772•,•IP55•,•W1772•,95.9,95.4,95.8,150216,43586,,43498,77,239,8,0.8,0.65,0.75,300,25,900,895,1.15,46,3,2,1989,0,•220/380/440•,•753/436/377•
3343,•W1773•,•W1773•,•IP55•,•W1773•,93.2,91,92.5,2653,43647,1668216,43557,96,70.9,,0.86,0.75,0.83,350,30,3600,3570,1,49,1,2,1335,0,•220/380/440•,•851/491.02/425.5•
3344,•W1774•,•W1774•,•IP55•,•W1774•,94,91.8,93.8,517105,43526,1473906,43557,96,70.7,,0.93,0.89,0.92,350,60,3600,3580,1,46,1,2,1642,0,•220/380/440•,•781/450.63/390.5•
3345,•W1775•,•W1775•,•IP55•,•W1775•,94,91.8,93.8,517105,43526,,43557,,706956,2,0.93,0.89,0.92,350,60,3600,3580,1,46,1,2,,0,•220/380/440•,•780.51/451.88/390.26•
3346,•W1776•,•W1776•,•IP55•,•W1776•,94.4,92.9,94.1,517105,43526,,43557,82,706956,2,0.93,0.89,0.92,350,60,3600,3580,1.15,46,1,2,1285,0,•220/380/440•,•777.00/449.84/388.50•
3347,•W1777•,•W1777•,•IP55•,•W1777•,95.5,94,95,517105,43467,1545068,43710,96,70.6,,0.92,0.89,0.91,350,60,3600,3585,1.15,46,2,2,1645,0,•220/380/440•,•776/447.75/388•
3348,•W1778•,•W1778•,•IP55•,•W1778•,95.9,95.2,95.6,409384,43498,,43648,84,705970,2,0.9,0.84,0.89,350,26,3600,3585,1.15,46,2,2,1596,0,•220/380/440•,•790.00/457.37/395.00•
3349,•W1779•,•W1779•,•IP55•,•W1779•,96.1,95.2,96,2567,43498,,43648,54,70.6,2,0.91,0.86,0.9,350,43,3600,3585,1.25,46,3,2,45.6,0,•220/380/440•,•783/453/391•
3350,•W1780•,•W1780•,•IP55•,•W1780•,94.9,94,94.8,4125,43498,1345341,43618,83,142,,0.85,0.74,0.82,350,19,1800,1780,1,49,1,2,1347,0,•220/380/440•,•846/488.14/423•
3351,•W1781•,•W1781•,•IP55•,•W1781•,95.1,92.9,94.6,745663,43526,1478989,43557,83,141,,0.88,0.77,0.85,350,32,1800,1790,1,46,1,2,1558,0,•220/380/440•,•815/470.25/407.5•
3352,•W1782•,•W1782•,•IP55•,•W1782•,95.1,92.9,94.6,745663,43526,,43557,,141391,4,0.88,0.77,0.85,350,32,1800,1790,1,46,1,2,,0,•220/380/440•,•815.32/472.03/407.66•
3353,•W1783•,•W1783•,•IP55•,•W1783•,95.1,94.5,95.1,685703,43498,,43557,79,141391,4,0.87,0.76,0.84,350,32,1800,1790,1.15,46,1,2,1287,0,•220/380/440•,•825.00/477.63/412.50•
3354,•W1784•,•W1784•,•IP55•,•W1784•,96,94.2,95.5,745663,2,1484347,43467,83,141,,0.87,0.74,0.84,350,30,1800,1790,1.15,46,2,2,1562,0,•220/380/440•,•817/471.4/408.5•
3355,•W1785•,•W1785•,•IP55•,•W1785•,95.6,95,95.5,412147,43526,,43648,81,141391,4,0.85,0.75,0.82,350,15,1800,1790,1.15,46,2,2,1536,0,•220/380/440•,•840.00/486.32/420.00•
3356,•W1786•,•W1786•,•IP55•,•W1786•,96.5,95.8,96.4,5526,43526,,43526,72,141,4,0.87,0.78,0.85,350,14,1800,1790,1.25,46,3,2,115,0,•220/380/440•,•814/471/407•
3357,•W1787•,•W1787•,•IP55•,•W1787•,95.2,94.8,95.3,936859,2,1518010,43648,73,213,,0.84,0.7,0.8,350,10,1200,1190,1,49,1,2,1267,0,•220/380/440•,•853/492.18/426.5•
3358,•W1788•,•W1788•,•IP55•,•W1788•,94.9,93,94.7,138203,2,1388044,43467,77,213,,0.82,0.71,0.79,350,73,1200,1190,1,46,1,2,1869,0,•220/380/440•,•877/506.02/438.5•
3359,•W1789•,•W1789•,•IP55•,•W1789•,94.9,93,94.7,138203,2,,43467,,212681,6,0.82,0.71,0.79,350,73,1200,1190,1,46,1,2,,0,•220/380/440•,•876.80/507.62/438.40•
3360,•W1790•,•W1790•,•IP55•,•W1790•,94.9,93.4,94.7,138203,2,,43467,77,212681,6,0.82,0.71,0.79,350,73,1200,1190,1.15,46,1,2,1769,0,•220/380/440•,•877.00/507.74/438.50•
3361,•W1791•,•W1791•,•IP55•,•W1791•,95.5,94,95.2,138203,2,1426029,43467,77,213,,0.8,0.67,0.76,350,73,1200,1190,1.15,46,2,2,1881,0,•220/380/440•,•893/515.26/446.5•
3362,•W1792•,•W1792•,•IP55•,•W1792•,95.7,95.3,95.5,122484,43709,,43467,77,212681,6,0.81,0.68,0.78,350,28,1200,1192,1.15,46,2,2,1876,0,•220/380/440•,•880.00/509.47/440.00•
3363,•W1793•,•W1793•,•IP55•,•W1793•,96.2,95.5,96.2,115532,2,,43498,81,212,6,0.82,0.69,0.78,350,18,1200,1193,1.25,46,3,2,753,0,•220/380/440•,•866/501/433•
3364,•W1794•,•W1794•,•IP55•,•W1794•,94.5,94,94.3,11184,2,1605821,43557,66,285,,0.78,0.62,0.73,350,21,900,890,1,49,1,2,1703,0,•220/380/440•,•926/534.3/463•
3365,•W1795•,•W1795•,•IP55•,•W1795•,94.7,91.2,93,204107,43586,1675401,43467,75,285,,0.8,0.63,0.73,350,30,900,890,1,46,1,2,1537,0,•220/380/440•,•901/519.87/450.5•
3366,•W1796•,•W1796•,•IP55•,•W1796•,94.7,91.2,93,204107,43586,,43467,,240621,8,0.8,0.63,0.73,350,30,900,890,1,46,1,2,,0,•220/380/440•,•900.60/521.40/450.30•
3367,•W1797•,•W1797•,•IP55•,•W1797•,94.7,93.8,94.3,204107,43556,,43467,75,240621,8,0.8,0.63,0.73,350,30,900,890,1.15,46,1,2,32234,0,•220/380/440•,•901.00/521.63/450.50•
3368,•W1798•,•W1798•,•IP55•,•W1798•,95.3,93,94.9,204107,43586,6444,43467,75,285,,0.8,0.63,0.73,350,30,900,890,1.15,46,2,2,1970,0,•220/380/440•,•895/516.41/447.5•
3369,•W1799•,•W1799•,•IP55•,•W1799•,95.5,95,95.5,183760,43586,,43467,75,239813,8,0.8,0.66,0.76,350,36,900,893,1.15,46,2,2,1955,0,•220/380/440•,•894.00/517.58/447.00•
3370,•W1800•,•W1800•,•IP55•,•W1800•,95.9,95.4,95.8,116098,43617,,43526,78,283,8,0.8,0.65,0.75,350,15,900,895,1.15,46,3,2,1966,0,•220/380/440•,•892/516/446•
3371,•W1801•,•W1801•,•IP55•,•W1801•,93.8,91.5,93,3067,2,1730003,43648,96,81.8,,0.86,0.74,0.83,400,32,3600,3570,1,49,1,2,1410,0,•220/380/440•,•976/563.15/488•
3372,•W1802•,•W1802•,•IP55•,•W1802•,93.8,91.5,93,3067,2,,43648,82,818003,2,0.86,0.74,0.83,400,32,3600,3570,1.15,49,1,2,1416,0,•220/380/440•,•976.00/565.05/488.00•
3373,•W1803•,•W1803•,•IP55•,•W1803•,95.9,95.4,95.6,482548,43618,,43618,84,815036,2,0.91,0.87,0.9,400,22,3600,3583,1.15,46,2,2,1655,0,•220/380/440•,•902.00/522.21/451.00•
3374,•W1804•,•W1804•,•IP55•,•W1804•,96.4,95.8,96.2,233,2,,43587,68,81.6,2,0.92,0.87,0.91,400,13,3600,3580,1.25,46,3,2,43608,0,•220/380/440•,•890/515/445•
3375,•W1805•,•W1805•,•IP55•,•W1805•,95.3,94.5,95.2,471435,43498,1692748,43557,83,164,,0.86,0.77,0.84,400,19,1800,1780,1,49,1,2,1428,0,•220/380/440•,•961/554.49/480.5•
3376,•W1806•,•W1806•,•IP55•,•W1806•,95.3,93.3,94.7,932079,43467,1569540,43467,83,163,,0.88,0.81,0.86,400,37,1800,1790,1,46,1,2,1742,0,•220/380/440•,•939/541.8/469.5•
3377,•W1807•,•W1807•,•IP55•,•W1807•,95.3,93.3,94.7,932079,43467,,43467,,163143,4,0.88,0.81,0.86,400,37,1800,1790,1,46,1,2,,0,•220/380/440•,•938.78/543.50/469.39•
3378,•W1808•,•W1808•,•IP55•,•W1808•,95.3,95.1,95.3,812016,43467,,43467,79,163143,4,0.88,0.81,0.86,400,37,1800,1790,1.15,46,1,2,1398,0,•220/380/440•,•939.00/543.63/469.50•
3379,•W1809•,•W1809•,•IP55•,•W1809•,95.9,93.9,95.2,932079,43467,1555052,43467,83,163,,0.88,0.77,0.85,400,42,1800,1790,1.15,46,2,2,1759,0,•220/380/440•,•933/538.34/466.5•
3380,•W1810•,•W1810•,•IP55•,•W1810•,96.1,95.7,96.1,48396,43557,,43526,81,163143,4,0.87,0.77,0.84,400,14,1800,1790,1.15,46,2,2,1627,0,•220/380/440•,•942.00/545.37/471.00•
3381,•W1811•,•W1811•,•IP55•,•W1811•,96.6,95.9,96.4,14707,43587,,43557,64,163,4,0.87,0.76,0.84,400,13,1800,1790,1.25,46,3,2,138,0,•220/380/440•,•939/543/469•
3382,•W1812•,•W1812•,•IP55•,•W1812•,95.4,95.1,95.6,10707,2,1859483,43648,73,246,,0.85,0.72,0.81,400,9,1200,1190,1,49,1,2,1331,0,•220/380/440•,•971/560.26/485.5•
3383,•W1813•,•W1813•,•IP55•,•W1813•,94.9,93.7,94.5,147734,2,6565,43467,77,246,,0.82,0.69,0.78,400,63,1200,1190,1,46,1,2,1941,0,•220/380/440•,•1010/582.77/505•
3384,•W1814•,•W1814•,•IP55•,•W1814•,94.9,93.7,94.5,147734,2,,43467,,245401,6,0.82,0.69,0.78,400,63,1200,1190,1,46,1,2,,0,•220/380/440•,•1011.80/585.78/505.90•
3385,•W1815•,•W1815•,•IP55•,•W1815•,94.9,93.7,94.5,147734,43678,,2,77,245401,6,0.82,0.69,0.78,400,63,1200,1190,1.15,46,1,2,1927,0,•220/380/440•,•1010.00/584.74/505.00•
3386,•W1816•,•W1816•,•IP55•,•W1816•,95.7,94.3,95.3,147734,2,6760,43467,77,246,,0.79,0.65,0.75,400,63,1200,1190,1.15,46,2,2,1950,0,•220/380/440•,•1040/600.08/520•
3387,•W1817•,•W1817•,•IP55•,•W1817•,95.9,95.4,95.7,143283,43678,,2,77,244989,6,0.8,0.67,0.77,400,26,1200,1192,1.15,46,2,2,2098,0,•220/380/440•,•1026.00/594.00/513.00•
3388,•W1818•,•W1818•,•IP55•,•W1818•,96.4,95.7,96.2,233154,43498,,43526,73,245,6,0.8,0.66,0.77,400,20,1200,1193,1.25,46,3,2,803,0,•220/380/440•,•1024/593/512•
3389,•W1819•,•W1819•,•IP55•,•W1819•,95.5,95,95.5,199074,43678,,43557,75,282782,8,0.78,0.62,0.73,400,33,900,895,1,46,2,2,1955,0,•220/380/440•,•1056.00/611.37/528.00•
3390,•W1820•,•W1820•,•IP55•,•W1820•,93.8,92.3,93.6,677952,43709,6996,43648,96,89.9,,0.87,0.78,0.85,450,16,3600,3575,1,49,1,2,1480,0,•220/380/440•,•1060/611.62/530•
3391,•W1821•,•W1821•,•IP55•,•W1821•,93.8,92.3,93.6,677952,43709,,43648,84,898545,2,0.87,0.78,0.85,450,16,3600,3575,1.15,49,1,2,1753,0,•220/380/440•,•1060.00/613.68/530.00•
3392,•W1822•,•W1822•,•IP55•,•W1822•,95.7,95.5,95.6,536165,43526,,43618,84,896539,2,0.91,0.87,0.9,450,22,3600,3583,1.15,46,2,2,1753,0,•220/380/440•,•994.00/575.47/497.00•
3393,•W1823•,•W1823•,•IP55•,•W1823•,96,95.3,95.8,765,43648,,43679,51,89.7,2,0.92,0.87,0.91,450,11,3600,3585,1.25,46,3,2,43672,0,•220/380/440•,•982/569/491•
3394,•W1824•,•W1824•,•IP55•,•W1824•,95.4,94.6,95.4,530365,43498,7208,43587,83,181,,0.86,0.76,0.84,450,16,1800,1780,1,49,1,2,1490,0,•220/380/440•,•1060/611.62/530•
3395,•W1825•,•W1825•,•IP55•,•W1825•,95.4,93.8,94.8,102528,43467,7313,43467,83,180,,0.88,0.77,0.85,450,39,1800,1790,1,46,1,2,1854,0,•220/380/440•,•1030/594.31/515•
3396,•W1826•,•W1826•,•IP55•,•W1826•,95.4,93.8,94.8,102528,43467,,43467,,179458,4,0.88,0.77,0.85,450,39,1800,1790,1,46,1,2,,0,•220/380/440•,•1031.58/597.23/515.79•
3397,•W1827•,•W1827•,•IP55•,•W1827•,95.4,95.1,95.4,-611901,43467,,43467,81,179458,4,0.88,0.77,0.85,450,39,1800,1790,1.15,46,1,2,1662,0,•220/380/440•,•1030.00/596.32/515.00•
3398,•W1828•,•W1828•,•IP55•,•W1828•,96.1,94.2,95.6,102528,43467,7140,43467,83,180,,0.88,0.77,0.85,450,46,1800,1790,1.15,46,2,2,1855,0,•220/380/440•,•1020/588.54/510•
3399,•W1829•,•W1829•,•IP55•,•W1829•,96.2,96,96.1,860857,43526,,43526,81,179458,4,0.86,0.77,0.83,450,19,1800,1790,1.15,46,2,2,1662,0,•220/380/440•,•1046.00/605.58/523.00•
3400,•W1830•,•W1830•,•IP55•,•W1830•,96.7,96,96.5,22772,43618,,43618,59,180,4,0.86,0.73,0.82,450,11,1800,1790,1.25,46,3,2,150,0,•220/380/440•,•1044/605/522•
3401,•W1831•,•W1831•,•IP55•,•W1831•,95,93.9,94.7,154883,43678,7006,43709,77,270,,0.81,0.68,0.76,450,53,1200,1190,1,46,1,2,1970,0,•220/380/440•,•1130/652.01/565•
3402,•W1832•,•W1832•,•IP55•,•W1832•,95,93.9,94.7,154883,43678,,43709,,269941,6,0.81,0.68,0.76,450,53,1200,1190,1,46,1,2,,0,•220/380/440•,•1125.40/651.55/562.70•
3403,•W1833•,•W1833•,•IP55•,•W1833•,95,93.9,94.7,154883,43678,,43709,77,269941,6,0.81,0.68,0.76,450,53,1200,1190,1.15,46,1,2,1989,0,•220/380/440•,•1130.00/654.21/565.00•
3404,•W1834•,•W1834•,•IP55•,•W1834•,96,94.5,95.5,154883,43678,7006,43709,77,270,,0.8,0.65,0.74,450,53,1200,1190,1,46,2,2,2005,0,•220/380/440•,•1130/652.01/565•
3405,•W1835•,•W1835•,•IP55•,•W1835•,96,95.5,95.7,150216,2,,43467,77,269941,6,0.8,0.67,0.77,450,26,1200,1192,1.15,46,2,2,1989,0,•220/380/440•,•1128.00/653.05/564.00•
3406,•W1836•,•W1836•,•IP55•,•W1836•,96,95.5,95.7,599135,2,,43467,70,270,6,0.8,0.67,0.77,450,28,1200,1192,1.25,46,3,2,1028,0,•220/380/440•,•1131/655/566•
3407,•W1837•,•W1837•,•IP55•,•W1837•,95.8,95.2,95.7,25.94,43617,,43526,75,326287,8,0.8,0.63,0.74,450,46,900,895,1,50,2,2,2395,0,•220/380/440•,•1130.00/654.21/565.00•
3408,•W1838•,•W1838•,•IP55•,•W1838•,95,94,95,2047975,43587,9702,43679,96,101,,0.81,0.68,0.77,500,26,3600,3575,1,49,1,2,1622,0,•220/380/440•,•1260/727.02/630•
3409,•W1839•,•W1839•,•IP55•,•W1839•,95,94,95,2047975,43587,,43679,84,100746,2,0.81,0.68,0.77,500,26,3600,3575,1.15,49,1,2,1853,0,•220/380/440•,•1260.00/729.47/630.00•
3410,•W1840•,•W1840•,•IP55•,•W1840•,96.2,95.6,96.1,600505,43648,,43648,84,100549,2,0.92,0.87,0.91,500,15,3600,3582,1.15,46,2,2,1853,0,•220/380/440•,•1098.00/635.68/549.00•
3411,•W1841•,•W1841•,•IP55•,•W1841•,95.4,94.6,95.4,589294,2,7200,43587,83,202,,0.85,0.73,0.82,500,29,1800,1780,1,49,1,2,1560,0,•220/380/440•,•1200/692.4/600•
3412,•W1842•,•W1842•,•IP55•,•W1842•,95.4,93.9,95,111849,43467,7656,43498,83,201,,0.88,0.79,0.85,500,31,1800,1790,1,46,1,2,1929,0,•220/380/440•,•1160/669.32/580•
3413,•W1843•,•W1843•,•IP55•,•W1843•,95.4,93.9,95,111849,43467,,43498,,201210,4,0.88,0.79,0.85,500,31,1800,1790,1,46,1,2,,0,•220/380/440•,•1156.61/669.62/578.31•
3414,•W1844•,•W1844•,•IP55•,•W1844•,95.4,95.3,95.4,992464,43467,,43498,81,201210,4,0.88,0.79,0.85,500,31,1800,1790,1.15,46,1,2,1833,0,•220/380/440•,•1160.00/671.58/580.00•
3415,•W1845•,•W1845•,•IP55•,•W1845•,96.2,94,95.6,111849,43467,7590,43498,83,201,,0.88,0.78,0.85,500,36,1800,1790,1,46,2,2,1954,0,•220/380/440•,•1150/663.55/575•
3416,•W1846•,•W1846•,•IP55•,•W1846•,96.3,95.8,96.1,196046,43499,,43710,81,200874,4,0.85,0.75,0.82,500,12,1800,1793,1.15,46,2,2,1933,0,•220/380/440•,•1186.00/686.63/593.00•
3417,•W1847•,•W1847•,•IP55•,•W1847•,96.7,96.3,96.6,32458,43648,,43557,54,201,4,0.86,0.74,0.83,500,10,1800,1790,1.25,46,3,2,196,0,•220/380/440•,•1171/678/585•
3418,•W1848•,•W1848•,•IP55•,•W1848•,96,95.5,95.7,150216,43498,,43526,77,302153,6,0.79,0.63,0.74,500,25,1200,1192,1.15,46,2,2,1989,0,•220/380/440•,•1280.00/741.05/640.00•
3419,•W1849•,•W1849•,•IP55•,•W1849•,96,95.5,95.7,675875,43498,,43526,66,302,6,0.79,0.63,0.74,500,26,1200,1192,1.25,46,3,2,1085,0,•220/380/440•,•1283/743/642•
3420,•W1850•,•W1850•,•IP55•,•W1850•,96.3,95.7,96.2,600505,43526,,43679,84,108610,2,0.91,0.84,0.89,550,15,3600,3585,1.15,46,2,2,1869,0,•220/380/440•,•1198.00/693.58/599.00•
3421,•W1851•,•W1851•,•IP55•,•W1851•,96.4,96.1,96.4,110966,43587,,43618,81,217525,4,0.86,0.74,0.82,550,14,1800,1790,1.15,46,2,2,1916,0,•220/380/440•,•1272.00/736.42/636.00•
3422,•W1852•,•W1852•,•IP55•,•W1852•,96.6,96.3,96.6,6263,43557,,43557,72,218,4,0.86,0.74,0.83,550,11,1800,1790,1.25,46,3,2,119,0,•220/380/440•,•1268/734/634•
3423,•W1853•,•W1853•,•IP55•,•W1853•,95.7,95.2,95.6,16409,43467,,43526,77,326378,6,0.79,0.63,0.74,550,30,1200,1193,1,50,2,2,2147,0,•220/380/440•,•1388.00/803.58/694.00•
3424,•W1854•,•W1854•,•IP55•,•W1854•,96.5,96,96.5,654152,43587,,43710,89,119471,2,0.9,0.84,0.89,600,28,3600,3585,1,50,2,2,2000,0,•220/380/440•,•1360.00/787.37/680.00•
3425,•W1855•,•W1855•,•IP55•,•W1855•,96.5,96.2,96.4,116098,43648,,43679,81,239277,4,0.86,0.74,0.82,600,16,1800,1790,1.15,46,2,2,1966,0,•220/380/440•,•1392.00/805.89/696.00•
3426,•W1856•,•W1856•,•IP55•,•W1856•,95.7,95.4,95.7,18915,43526,,43587,77,359016,6,0.79,0.63,0.74,600,31,1200,1193,1,50,2,2,2582,0,•220/380/440•,•1528.00/884.63/764.00•
3427,•W1857•,•W1857•,•IP55•,•W1857•,96.6,96.1,96.6,43562,43679,,43679,89,130333,2,0.91,0.85,0.89,650,48,3600,3585,1,50,2,2,2102,0,•220/380/440•,•1432.00/829.05/716.00•
3428,•W1858•,•W1858•,•IP55•,•W1858•,96.6,96,96.5,1797695,43527,,43648,81,261030,4,0.85,0.71,0.81,650,22,1800,1790,1,50,2,2,1993,0,•220/380/440•,•1534.00/888.11/767.00•
3429,•W1859•,•W1859•,•IP55•,•W1859•,96.6,96.2,96.6,7.72,43526,,43618,89,139836,2,0.91,0.86,0.9,700,28,3600,3585,1,50,2,2,2179,0,•220/380/440•,•1538.00/890.42/769.00•
3430,•W1860•,•W1860•,•IP55•,•W1860•,96.6,96.2,96.5,133966,43618,,43648,81,280063,4,0.85,0.71,0.81,700,26,1800,1790,1,50,2,2,2079,0,•220/380/440•,•1646.00/952.95/823.00•
3431,•W1861•,•W1861•,•IP55•,•W1861•,96.7,96.3,96.6,14617,43527,,43648,81,304195,4,0.85,0.7,0.8,750,22,1800,1792,1,50,2,2,2246,0,•220/380/440•,•1788.00/1035.16/894.00•
