CODIGO,NOME,TITULO,GRAUDEPROTECAO,DESCRICAO,RENDIMENTO100,RENDIMENTO50,RENDIMENTO75,MOMENTOINERCIA,CONJUGADOROTORBLOQUEADO,CORRENTEROTORBLOQUEADO,CONJUGADOMAXIMO,NIVELRUIDO,CONJUGADONOMINAL,NUMERODEPOLOS,FATORPOTENCIA100,FATORPOTENCIA50,FATORPOTENCIA75,POTENCIALNOMINAL,TEMPOROTORBLOQUEADO,RPM,RPMASSINCRONO,FATORSERVICO,COD_CARCACA,COD_CLASSEMOTOR,COD_FABRICANTE,PESO,CORRENTE_VAZIO,TENSAO,CORRENTENOMINAL
3084,•W1514•,•W1514•,•IP55•,•W1514•,93.3,89,92,127083,43587,,43648,,299934,2,0.9,0.82,0.86,150,34,3600,3570,1,17,1,2,,0,•220/380/440•,•343.78/199.03/171.89•
3085,•W1515•,•W1515•,•IP55•,•W1515•,93.6,91.5,93.2,127083,43587,,43648,81,299934,2,0.9,0.82,0.86,150,23,3600,3570,1.15,17,1,2,682,0,•220/380/440•,•344.00/199.16/172.00•
3086,•W1516•,•W1516•,•IP54•,•W1516•,93.8,91.8,93.5,1226,43467,217839,43710,90,30,,0.9,0.83,0.88,150,25,3600,3570,,17,2,2,735,0,•220/380/440•,•342/197.33/171•
3087,•W1517•,•W1517•,•IP55•,•W1517•,94.5,91.8,93.5,1271,43467,245566,43710,84,30,,0.89,0.8,0.86,150,47,3600,3570,1.15,17,2,2,735,0,•220/380/440•,•343/197.91/171.5•
3088,•W1518•,•W1518•,•IP55•,•W1518•,94.5,91.8,93.5,1271,43467,245566,43710,84,30084,,0.89,0.8,0.86,150,47,3600,3570,1.15,17,2,2,735,0,•220/380/440•,•343/197.91/171.5•
3089,•W1519•,•W1519•,•IP55•,•W1519•,94.6,91.8,93.5,127083,43467,245566,43710,84,30,,0.89,0.8,0.86,150,25,3600,3570,1.15,17,2,2,716,0,•220/380/440•,•343/197.91/171.5•
3090,•W1520•,•W1520•,•IP55•,•W1520•,94.8,93.5,94.5,102796,2,,43648,81,299515,2,0.89,0.8,0.86,150,15,3600,3575,1.15,17,2,2,718,0,•220/380/440•,•342.00/198.00/171.00•
3091,•W1521•,•W1521•,•IP55•,•W1521•,95.5,94.1,95.2,372,43498,,3,48,30,2,0.89,0.8,0.87,150,11,3600,3575,1.25,17,3,2,19,0,•220/380/440•,•341/198/171•
3092,•W1522•,•W1522•,•IPW55•,•W1522•,96,94.5,95.8,1.62,43618,292773,43499,79,43737,,0.88,0.77,0.85,150,30,3600,3580,1.25,17,4,2,845,0,•220/380/440•,•342/197.33/171•
3093,•W1523•,•W1523•,•IP54•,•W1523•,92,89,91.3,2231,43648,2832,43679,85,60.2,,0.89,0.82,0.87,150,11,1800,1785,1,17,1,2,725,0,•220/380/440•,•354/204.25/177•
3094,•W1524•,•W1524•,•IP55•,•W1524•,92,89,91.3,2329,43557,2824,43587,80,60,,0.89,0.82,0.87,150,20,1800,1785,1,17,1,2,731,0,•220/380/440•,•353/203.68/176.5•
3095,•W1525•,•W1525•,•IP55•,•W1525•,93.5,90,92.3,2569,43618,382166,43648,80,603371,,0.87,0.78,0.84,150,20,1800,1780,1,17,1,2,800,0,•220/380/440•,•355/204.83/177.5•
3096,•W1526•,•W1526•,•IP55•,•W1526•,94.1,91.5,93.5,256947,43618,2824,43648,80,60,,0.87,0.78,0.84,150,20,1800,1785,1,17,1,2,707,0,•220/380/440•,•353/203.68/176.5•
3097,•W1527•,•W1527•,•IP55•,•W1527•,90,89,90,2.51,43499,,43648,,599869,4,0.9,0.86,0.9,150,12,1800,1785,1,17,1,2,720,0,•220/380/440•,•360.00/208.42/180.00•
3098,•W1528•,•W1528•,•IP55•,•W1528•,92.3,88.8,91.4,148321,43526,,43587,,599869,4,0.87,0.82,0.86,150,11,1800,1785,1,17,1,2,725,0,•220/380/440•,•360.00/208.42/180.00•
3099,•W1529•,•W1529•,•IP55•,•W1529•,93.5,90,92.3,256947,43618,,43648,,599869,4,0.87,0.78,0.84,150,20,1800,1785,1,17,1,2,,0,•220/380/440•,•352.62/204.15/176.31•
3100,•W1530•,•W1530•,•IP55•,•W1530•,94.1,93,94,256947,43618,,43648,73,599869,4,0.87,0.77,0.84,150,20,1800,1785,1.15,17,1,2,684,0,•220/380/440•,•353.00/204.37/176.50•
3101,•W1531•,•W1531•,•IP54•,•W1531•,95,92.8,94.2,2231,43618,2660,3,85,60,,0.87,0.8,0.85,150,11,1800,1785,,17,2,2,725,0,•220/380/440•,•350/201.95/175•
3102,•W1532•,•W1532•,•IP55•,•W1532•,95,93,94.5,2168,43587,2471,43587,80,60.2,,0.86,0.78,0.83,150,24,1800,1780,1.15,17,2,2,715,0,•220/380/440•,•353/203.68/176.5•
3103,•W1533•,•W1533•,•IP55•,•W1533•,95,93,94.5,2409,43587,2471,43587,80,603371,,0.86,0.75,0.83,150,24,1800,1780,1.15,17,2,2,740,0,•220/380/440•,•353/203.68/176.5•
3104,•W1534•,•W1534•,•IP55•,•W1534•,95.1,93,94.5,240888,43587,2471,43587,80,60,,0.86,0.75,0.83,150,24,1800,1785,1.15,17,2,2,737,0,•220/380/440•,•353/203.68/176.5•
3105,•W1535•,•W1535•,•IP55•,•W1535•,95.2,94.3,94.8,187465,43467,,43618,73,601554,4,0.86,0.75,0.83,150,18,1800,1780,1.15,17,2,2,726,0,•220/380/440•,•352.00/203.79/176.00•
3106,•W1536•,•W1536•,•IP55•,•W1536•,95.8,94.8,95.5,24343,43557,,43648,54,60,4,0.86,0.75,0.83,150,15,1800,1785,1.25,17,3,2,169,0,•220/380/440•,•352/204/176•
3107,•W1537•,•W1537•,•IPW55•,•W1537•,96.5,95.4,96.2,3.31,43587,463220,3,72,60,,0.84,0.68,0.79,150,30,1800,1785,1.25,17,4,2,885,0,•220/380/440•,•356/205.41/178•
3108,•W1538•,•W1538•,•IP54•,•W1538•,92.5,91,92.3,3336,3,3056,43618,76,90.6,,0.82,0.67,0.77,150,13,1200,1185,1,18,1,2,820,0,•220/380/440•,•382/220.41/191•
3109,•W1539•,•W1539•,•IP55•,•W1539•,93,91,92.3,3677,43498,2431,43498,73,90.4,,0.83,0.69,0.79,150,25,1200,1185,1,18,1,2,820,0,•220/380/440•,•374/215.79/187•
3110,•W1540•,•W1540•,•IP55•,•W1540•,94.1,91.5,93,4596,43587,2590,43587,73,906329,,0.83,0.68,0.78,150,31,1200,1185,1,18,1,2,950,0,•220/380/440•,•370/213.49/185•
3111,•W1541•,•W1541•,•IP55•,•W1541•,94.1,91.5,93,459649,43587,2590,43587,73,90.4,,0.83,0.68,0.78,150,31,1200,1185,1,18,1,2,904,0,•220/380/440•,•370/213.49/185•
3112,•W1542•,•W1542•,•IP55•,•W1542•,93,91,91,8.56,43678,,43618,,899804,6,0.83,0.72,0.8,150,38,1200,1190,1,46,1,2,1470,0,•220/380/440•,•630.00/364.74/315.00•
3113,•W1543•,•W1543•,•IP55•,•W1543•,93,88,91,534777,43710,,43587,,903601,6,0.82,0.68,0.77,150,13,1200,1185,1,18,1,2,820,0,•220/380/440•,•380.00/220.00/190.00•
3114,•W1544•,•W1544•,•IP55•,•W1544•,94.1,91.5,93,459649,43587,,43587,,903601,6,0.83,0.68,0.78,150,31,1200,1185,1,18,1,2,,0,•220/380/440•,•369.60/213.98/184.80•
3115,•W1545•,•W1545•,•IP55•,•W1545•,94.2,92.8,94,459649,43587,,43587,70,903601,6,0.83,0.68,0.78,150,31,1200,1185,1.15,18,1,2,946,0,•220/380/440•,•369.00/213.63/184.50•
3116,•W1546•,•W1546•,•IP54•,•W1546•,94.7,93.7,94.5,3336,43679,2569,43710,75,91,,0.83,0.65,0.76,150,13,1200,1185,,18,2,2,820,0,•220/380/440•,•367/211.75/183.5•
3117,•W1547•,•W1547•,•IP55•,•W1547•,95,93.7,94.5,4367,43557,2353,43557,73,90.4,,0.84,0.73,0.81,150,31,1200,1185,1.15,18,2,2,820,0,•220/380/440•,•362/208.87/181•
3118,•W1548•,•W1548•,•IP55•,•W1548•,95,94,94.5,4367,43498,2353,43587,73,906329,,0.84,0.73,0.81,150,31,1200,1185,1.15,18,2,2,820,0,•220/380/440•,•362/208.87/181•
3119,•W1549•,•W1549•,•IP55•,•W1549•,95.1,94,94.5,436666,43498,163020,43587,73,90.4,,0.84,0.73,0.81,150,17,1200,1185,1.15,18,2,2,880,0,•220/380/440•,•361/208.29/180.5•
3120,•W1550•,•W1550•,•IP55•,•W1550•,95.1,94.5,95.1,490201,2,,43498,70,899804,6,0.83,0.7,0.79,150,21,1200,1190,1.15,18,2,2,976,0,•220/380/440•,•366.00/211.89/183.00•
3121,•W1551•,•W1551•,•IP55•,•W1551•,95.8,94.9,95.6,291331,43498,,43557,69,90,6,0.83,0.69,0.79,150,23,1200,1192,1.25,18,3,2,737,0,•220/380/440•,•365/212/183•
3122,•W1552•,•W1552•,•IPW55•,•W1552•,96.2,95.1,95.8,6.89,43587,268486,43618,70,89.8,,0.82,0.67,0.77,150,35,1200,1193,1.25,18,4,2,1080,0,•220/380/440•,•366/211.18/183•
3123,•W1553•,•W1553•,•IP54•,•W1553•,92.8,90,92.2,4613,2,3081,43618,64,121,,0.79,0.62,0.74,150,12,900,890,1,18,1,2,988,0,•220/380/440•,•395/227.91/197.5•
3124,•W1554•,•W1554•,•IP55•,•W1554•,92.8,90,92.2,5286,2,428463,43618,66,120,,0.79,0.62,0.74,150,15,900,890,1,18,1,2,970,0,•220/380/440•,•394/227.33/197•
3125,•W1555•,•W1555•,•IP55•,•W1555•,92.5,91,91.8,5286,43618,3318,43618,66,1206742,,0.79,0.65,0.75,150,13,900,890,1,18,1,2,970,0,•220/380/440•,•395/227.91/197.5•
3126,•W1556•,•W1556•,•IP55•,•W1556•,93.8,92,93,1609745,43526,2808,43587,66,120,,0.79,0.65,0.75,150,13,900,890,1,18,1,2,1017,0,•220/380/440•,•390/225.03/195•
3127,•W1557•,•W1557•,•IP55•,•W1557•,92,91,92,14,43617,,43648,,119638,8,0.84,0.74,0.79,150,32,900,895,1,46,1,2,1660,0,•220/380/440•,•620.00/358.95/310.00•
3128,•W1558•,•W1558•,•IP55•,•W1558•,92.1,89,91.2,1543242,2,,43618,,120310,8,0.79,0.62,0.74,150,,900,890,1,18,1,2,,0,•220/380/440•,•398.00/230.42/199.00•
3129,•W1559•,•W1559•,•IP55•,•W1559•,93.8,92,93,1609745,43526,,43587,,120310,8,0.79,0.65,0.75,150,13,900,890,1,18,1,2,,0,•220/380/440•,•389.60/225.56/194.80•
3130,•W1560•,•W1560•,•IP55•,•W1560•,93.8,93,93.5,1609745,43526,,43587,66,120310,8,0.79,0.65,0.75,150,13,900,890,1.15,18,1,2,979.1,0,•220/380/440•,•390.00/225.79/195.00•
3131,•W1561•,•W1561•,•IP54•,•W1561•,95.4,94.4,95.2,4613,2,215251,43557,68,121,,0.79,0.61,0.73,150,12,900,890,,18,2,2,988,0,•220/380/440•,•383/220.99/191.5•
3132,•W1562•,•W1562•,•IP55•,•W1562•,95.4,94.4,95.2,5286,2,355139,43557,66,120,,0.79,0.61,0.73,150,21,900,890,1.15,18,2,2,988,0,•220/380/440•,•383/220.99/191.5•
3133,•W1563•,•W1563•,•IP55•,•W1563•,93.6,92,93,5286,43618,532281,43648,66,1206742,,0.78,0.63,0.72,150,16,900,890,1.15,18,2,2,970,0,•220/380/440•,•395/227.91/197.5•
3134,•W1564•,•W1564•,•IP55•,•W1564•,94.5,93,94,1609745,43526,336846,43587,66,120,,0.78,0.63,0.73,150,16,900,890,1.15,18,2,2,1016,0,•220/380/440•,•392/226.18/196•
3135,•W1565•,•W1565•,•IP55•,•W1565•,94.5,92.5,94,2711867,43556,293869,43618,75,120,,0.78,0.6,0.71,150,47,900,895,1.15,46,2,2,1501,0,•220/380/440•,•392/226.18/196•
3136,•W1566•,•W1566•,•IP55•,•W1566•,94.5,94,94.5,621074,43678,,2,66,120310,8,0.79,0.67,0.77,150,26,900,890,1.15,18,2,2,1043,0,•220/380/440•,•386.00/223.47/193.00•
3137,•W1567•,•W1567•,•IP55•,•W1567•,95,94.9,95.2,600505,2,,43467,84,120,8,0.8,0.67,0.76,150,18,900,890,1.15,18,3,2,1860,0,•220/380/440•,•381/221/191•
3138,•W1568•,•W1568•,•IP54•,•W1568•,92.9,89.2,91.6,1.37,43587,512103,43618,90,35.1,,0.87,0.84,0.86,175,16,3600,3565,1,18,1,2,820,0,•220/380/440•,•418/241.18/209•
3139,•W1569•,•W1569•,•IP55•,•W1569•,92.9,89.2,91.6,1412,43587,543849,43618,87,36.1,,0.87,0.84,0.86,175,26,3600,3565,1,18,1,2,814,0,•220/380/440•,•429/247.53/214.5•
3140,•W1570•,•W1570•,•IP55•,•W1570•,93.5,89.2,92,1412,43587,494753,43618,87,351473,,0.9,0.85,0.88,175,26,3600,3565,1,18,1,2,814,0,•220/380/440•,•412/237.72/206•
3141,•W1571•,•W1571•,•IP55•,•W1571•,94,91.5,93.1,141204,43587,486140,43618,87,36,,0.9,0.83,0.88,175,15,3600,3570,1,18,1,2,793,0,•220/380/440•,•409/235.99/204.5•
3142,•W1572•,•W1572•,•IP55•,•W1572•,91.6,89,91,657804,43526,,43618,,359921,2,0.9,0.85,0.89,175,16,3600,3570,1,18,1,2,820,0,•220/380/440•,•410.00/237.37/205.00•
3143,•W1573•,•W1573•,•IP55•,•W1573•,93.5,89.2,92,141204,43587,,43618,,359921,2,0.9,0.83,0.88,175,15,3600,3570,1,18,1,2,,0,•220/380/440•,•409.46/237.06/204.73•
3144,•W1574•,•W1574•,•IP55•,•W1574•,94,91.5,93.5,141204,43587,,43618,81,359921,2,0.9,0.83,0.88,175,15,3600,3570,1.15,18,1,2,866,0,•220/380/440•,•409.00/236.79/204.50•
3145,•W1575•,•W1575•,•IP54•,•W1575•,94.3,92.5,93.9,1.37,43647,3015,43618,90,35,,0.9,0.85,0.89,175,16,3600,3570,,18,2,2,820,0,•220/380/440•,•402/231.95/201•
3146,•W1576•,•W1576•,•IP55•,•W1576•,95,92.5,94,1412,2,415403,43618,87,36,,0.9,0.84,0.88,175,33,3600,3570,1.15,18,2,2,820,0,•220/380/440•,•405/233.68/202.5•
3147,•W1577•,•W1577•,•IP55•,•W1577•,94.7,92.5,94,1412,2,431839,43618,87,35098,,0.89,0.84,0.88,175,33,3600,3570,1.15,18,2,2,820,0,•220/380/440•,•411/237.14/205.5•
3148,•W1578•,•W1578•,•IP55•,•W1578•,94.8,92.5,94,141204,2,431839,43618,87,36,,0.89,0.84,0.88,175,17,3600,3570,1.15,18,2,2,793,0,•220/380/440•,•411/237.14/205.5•
3149,•W1579•,•W1579•,•IP55•,•W1579•,95,93,94.5,159537,2,,43679,81,358916,2,0.87,0.76,0.84,175,20,3600,3580,1.15,18,2,2,879,0,•220/380/440•,•420.00/243.16/210.00•
3150,•W1580•,•W1580•,•IP55•,•W1580•,95.6,93.6,95.2,1755,2,,43679,48,35.9,2,0.89,0.8,0.86,175,61,3600,3580,1.25,18,3,2,38,0,•220/380/440•,•409/237/204•
3151,•W1581•,•W1581•,•IPW55•,•W1581•,96,93.9,95.2,43710,2,447820,43679,81,35.9,,0.89,0.79,0.86,175,30,3600,3580,1.25,18,4,2,1020,0,•220/380/440•,•406/234.26/203•
3152,•W1582•,•W1582•,•IP54•,•W1582•,92.7,90.4,92,2.41,43587,3392,43587,85,70.4,,0.85,0.8,0.83,175,11,1800,1780,1,18,1,2,841,0,•220/380/440•,•424/244.64/212•
3153,•W1583•,•W1583•,•IP55•,•W1583•,92.7,90.4,92,2569,43587,3520,43587,80,72.2,,0.85,0.8,0.83,175,14,1800,1780,1,18,1,2,820,0,•220/380/440•,•440/253.88/220•
3154,•W1584•,•W1584•,•IP55•,•W1584•,94.1,91,93,2.81,43587,492104,43587,80,703933,,0.85,0.8,0.83,175,14,1800,1780,1,18,1,2,880,0,•220/380/440•,•433/249.84/216.5•
3155,•W1585•,•W1585•,•IP55•,•W1585•,94.2,91,93,281036,43587,492104,43587,80,72,,0.85,0.79,0.83,175,14,1800,1785,1,18,1,2,848,0,•220/380/440•,•433/249.84/216.5•
3156,•W1586•,•W1586•,•IP55•,•W1586•,92,90,92,2.93,43468,,43618,,721865,4,0.9,0.84,0.88,175,16,1800,1780,1,18,1,2,850,0,•220/380/440•,•470.00/272.11/235.00•
3157,•W1587•,•W1587•,•IP55•,•W1587•,92.5,89.3,91.5,802472,43557,,43618,,719843,4,0.85,0.8,0.83,175,11,1800,1785,1,18,1,2,841,0,•220/380/440•,•430.00/248.95/215.00•
3158,•W1588•,•W1588•,•IP55•,•W1588•,91.4,91,93,281036,43587,,43587,,719843,4,0.85,0.79,0.83,175,14,1800,1785,1,18,1,2,,0,•220/380/440•,•433.10/250.74/216.55•
3159,•W1589•,•W1589•,•IP55•,•W1589•,94.2,93,94.1,264977,43587,,43648,75,719843,4,0.86,0.78,0.84,175,15,1800,1785,1.15,18,1,2,880,0,•220/380/440•,•428.00/247.79/214.00•
3160,•W1590•,•W1590•,•IP54•,•W1590•,95.1,93.4,94.7,2.41,43526,306896,43587,85,70,,0.89,0.82,0.87,175,11,1800,1785,,18,2,2,841,0,•220/380/440•,•403/232.53/201.5•
3161,•W1591•,•W1591•,•IP55•,•W1591•,95.1,93.6,94.8,2569,43526,334230,43587,80,72.2,,0.88,0.81,0.86,175,24,1800,1780,1.15,18,2,2,841,0,•220/380/440•,•414/238.87/207•
3162,•W1592•,•W1592•,•IP55•,•W1592•,95,93.6,94.8,2569,43526,346649,43587,80,703933,,0.87,0.81,0.85,175,24,1800,1780,1.15,18,2,2,841,0,•220/380/440•,•419/241.76/209.5•
3163,•W1593•,•W1593•,•IP55•,•W1593•,95.1,93.6,94.8,256947,43526,346649,43587,80,72,,0.87,0.76,0.84,175,22,1800,1785,1.15,18,2,2,800,0,•220/380/440•,•419/241.76/209.5•
3164,•W1594•,•W1594•,•IP55•,•W1594•,95.1,93.6,94.8,256947,43526,346649,43587,80,72,,0.87,0.76,0.84,175,22,1800,1785,1.15,18,2,2,813,0,•220/380/440•,•419/241.76/209.5•
3165,•W1595•,•W1595•,•IP55•,•W1595•,95.3,94,95,256532,43467,,43557,75,717832,4,0.85,0.74,0.82,175,18,1800,1790,1.15,18,2,2,940,0,•220/380/440•,•428.00/247.79/214.00•
3166,•W1596•,•W1596•,•IP55•,•W1596•,96.2,94.5,95.5,3048,43618,,43618,68,71.8,4,0.86,0.74,0.82,175,13,1800,1790,1.25,18,3,2,78,0,•220/380/440•,•419/243/210•
3167,•W1597•,•W1597•,•IPW55•,•W1597•,96.5,94.6,95.7,3.54,43648,492805,43679,75,71.8,,0.85,0.72,0.81,175,30,1800,1790,1.25,18,4,2,1040,0,•220/380/440•,•422/243.49/211•
3168,•W1598•,•W1598•,•IP54•,•W1598•,93.7,91.5,92.5,4625,3,3520,43618,76,106,,0.82,0.7,0.77,175,13,1200,1185,1,18,1,2,987,0,•220/380/440•,•440/253.88/220•
3169,•W1599•,•W1599•,•IP55•,•W1599•,93.7,91.5,92.5,5286,43557,3115,43557,73,108,,0.83,0.68,0.78,175,23,1200,1185,1,18,1,2,987,0,•220/380/440•,•445/256.76/222.5•
3170,•W1600•,•W1600•,•IP55•,•W1600•,94.1,92,93.4,5286,43618,3143,43618,73,1057384,,0.82,0.67,0.78,175,25,1200,1185,1,18,1,2,987,0,•220/380/440•,•449/259.07/224.5•
3171,•W1601•,•W1601•,•IP55•,•W1601•,94.1,92,93.4,528596,43618,3143,43618,73,108,,0.82,0.67,0.78,175,25,1200,1185,1,18,1,2,985,0,•220/380/440•,•449/259.07/224.5•
3172,•W1602•,•W1602•,•IP55•,•W1602•,92,88,91,9.34,43556,,43710,,107976,6,0.85,0.72,0.81,175,34,1200,1190,1,46,1,2,1670,0,•220/380/440•,•750.00/434.21/375.00•
3173,•W1603•,•W1603•,•IP55•,•W1603•,93.7,91.5,92.5,1587071,3,,43618,,108432,6,0.82,0.7,0.77,175,14,1200,1185,1,18,1,2,987,0,•220/380/440•,•440.00/254.74/220.00•
3174,•W1604•,•W1604•,•IP55•,•W1604•,94.1,92,93.4,528596,43618,,43618,,108432,6,0.82,0.67,0.78,175,25,1200,1185,1,18,1,2,,0,•220/380/440•,•449.00/259.95/224.50•
3175,•W1605•,•W1605•,•IP55•,•W1605•,94.2,93,94,528596,43618,,43618,70,108432,6,0.82,0.67,0.78,175,25,1200,1185,1.15,18,1,2,990,0,•220/380/440•,•448.00/259.37/224.00•
3176,•W1606•,•W1606•,•IP54•,•W1606•,95.3,94.6,95.2,4625,43587,2982,43648,75,106,,0.84,0.71,0.79,175,14,1200,1185,,18,2,2,987,0,•220/380/440•,•426/245.8/213•
3177,•W1607•,•W1607•,•IP55•,•W1607•,95.3,94.6,95.2,5286,43587,2847,43587,73,108,,0.83,0.7,0.8,175,30,1200,1185,1.15,18,2,2,987,0,•220/380/440•,•438/252.72/219•
3178,•W1608•,•W1608•,•IP55•,•W1608•,95,94.2,94.7,5286,43526,348199,43587,73,1057384,,0.83,0.7,0.79,175,30,1200,1185,1.15,18,2,2,987,0,•220/380/440•,•439/253.3/219.5•
3179,•W1609•,•W1609•,•IP55•,•W1609•,95.1,94.2,94.8,528596,43526,348199,43587,73,108,,0.83,0.7,0.79,175,19,1200,1185,1.15,18,2,2,983,0,•220/380/440•,•439/253.3/219.5•
3180,•W1610•,•W1610•,•IP55•,•W1610•,95.3,94.6,95.1,544668,43467,,43526,70,107976,6,0.83,0.7,0.79,175,18,1200,1190,1.15,18,2,2,1052,0,•220/380/440•,•438.00/253.58/219.00•
3181,•W1611•,•W1611•,•IP55•,•W1611•,95.8,95,95.7,338476,43557,,43557,63,108,6,0.83,0.69,0.79,175,20,1200,1192,1.25,18,3,2,741,0,•220/380/440•,•436/253/218•
3182,•W1612•,•W1612•,•IPW55•,•W1612•,96.2,95.5,96,7.59,43526,383903,43557,70,108,,0.83,0.69,0.79,175,32,1200,1190,1.25,18,4,2,1110,0,•220/380/440•,•434/250.41/217•
3183,•W1613•,•W1613•,•IP55•,•W1613•,93.8,91,93.1,11932,43466,355231,43467,75,144,,0.81,0.65,0.75,175,43,900,890,1,46,1,2,1444,0,•220/380/440•,•456/263.11/228•
3184,•W1614•,•W1614•,•IP55•,•W1614•,94.3,93.2,94.2,708322,43467,560374,43679,66,144,,0.77,0.6,0.71,175,22,900,890,1,49,1,2,1233,0,•220/380/440•,•477/275.22/238.5•
3185,•W1615•,•W1615•,•IP55•,•W1615•,93.8,91,93.1,2711867,43466,355231,43467,75,144,,0.81,0.65,0.75,175,47,900,890,1,46,1,2,1229,0,•220/380/440•,•456/263.11/228•
3186,•W1616•,•W1616•,•IP55•,•W1616•,93.8,91,93.1,2711867,43466,,43467,,144373,8,0.81,0.65,0.75,175,47,900,890,1,46,1,2,,0,•220/380/440•,•456.00/264.00/228.00•
3187,•W1617•,•W1617•,•IP55•,•W1617•,94,93,94,2711867,43466,,43467,75,144373,8,0.8,0.63,0.74,175,47,900,890,1.15,46,1,2,-245320,0,•220/380/440•,•461.00/266.89/230.50•
3188,•W1618•,•W1618•,•IP55•,•W1618•,94.5,92,93.9,11932,43466,348322,43467,75,144,,0.81,0.65,0.75,175,46,900,890,1.15,46,2,2,1395,0,•220/380/440•,•453/261.38/226.5•
3189,•W1619•,•W1619•,•IP55•,•W1619•,94.5,92,93.9,2711867,43466,359857,43467,75,144,,0.8,0.63,0.74,175,47,900,890,1.15,46,2,2,966,0,•220/380/440•,•458/264.26/229•
3190,•W1620•,•W1620•,•IP55•,•W1620•,95,94.3,95,110256,43525,,43467,75,143888,8,0.79,0.63,0.74,175,50,900,893,1.15,46,2,2,1424,0,•220/380/440•,•462.00/267.47/231.00•
3191,•W1621•,•W1621•,•IP55•,•W1621•,95.3,95.2,95.2,1151855,43525,,43498,78,144,8,0.8,0.65,0.75,175,14,900,895,1.15,46,3,2,1751,0,•220/380/440•,•456/264/228•
3192,•W1622•,•W1622•,•IP54•,•W1622•,93.3,90,92.4,1499,43648,3772,43679,90,40.1,,0.9,0.84,0.87,200,27,3600,3575,1,18,1,2,865,0,•220/380/440•,•460/265.42/230•
3193,•W1623•,•W1623•,•IP55•,•W1623•,93.3,90,92.4,1647,43648,710611,43679,87,40.9,,0.9,0.84,0.87,200,25,3600,3575,1,18,1,2,883,0,•220/380/440•,•469/270.61/234.5•
3194,•W1624•,•W1624•,•IP55•,•W1624•,94.1,90,92.5,1647,43648,3813,43679,87,400559,,0.9,0.84,0.87,200,25,3600,3575,1,18,1,2,883,0,•220/380/440•,•465/268.3/232.5•
3195,•W1625•,•W1625•,•IP55•,•W1625•,94.2,91.5,93.2,164738,43648,627885,43679,87,40.9,,0.9,0.84,0.88,200,19,3600,3575,1,18,1,2,842,0,•220/380/440•,•464/267.72/232•
3196,•W1626•,•W1626•,•IP55•,•W1626•,88,85,88,1.49,43618,,43710,,409001,2,0.93,0.91,0.93,200,17,3600,3570,1,18,1,2,790,0,•220/380/440•,•480.00/277.89/240.00•
3197,•W1627•,•W1627•,•IP55•,•W1627•,92,89,91,1126776,43679,,3,,409001,2,0.9,0.86,0.89,200,27,3600,3570,1,18,1,2,865,0,•220/380/440•,•470.00/272.11/235.00•
3198,•W1628•,•W1628•,•IP55•,•W1628•,94.1,90,92.5,164738,43648,,43679,,408429,2,0.9,0.84,0.88,200,17,3600,3575,1,18,1,2,,0,•220/380/440•,•464.32/268.82/232.16•
3199,•W1629•,•W1629•,•IP55•,•W1629•,94.2,92.8,93.8,164738,43618,,43679,81,408429,2,0.9,0.84,0.88,200,19,3600,3575,1.15,18,1,2,905,0,•220/380/440•,•464.00/268.63/232.00•
3200,•W1630•,•W1630•,•IP54•,•W1630•,94.6,92.8,94.4,1499,43498,520928,43679,90,40,,0.9,0.86,0.9,200,27,3600,3570,,18,2,2,865,0,•220/380/440•,•462/266.57/231•
3201,•W1631•,•W1631•,•IP55•,•W1631•,95,92.8,94.4,1647,43618,731613,43679,87,40.9,,0.87,0.83,0.87,200,36,3600,3570,1.15,18,2,2,865,0,•220/380/440•,•476/274.65/238•
3202,•W1632•,•W1632•,•IP55•,•W1632•,95,92.8,94.4,1647,43618,716639,43679,87,40112,,0.88,0.83,0.87,200,36,3600,3570,1.15,18,2,2,865,0,•220/380/440•,•471/271.76/235.5•
3203,•W1633•,•W1633•,•IP55•,•W1633•,95.1,92.8,94.4,164738,43618,3854,43679,87,40.9,,0.88,0.83,0.87,200,18,3600,3570,1.15,18,2,2,861,0,•220/380/440•,•470/271.19/235•
3204,•W1634•,•W1634•,•IP55•,•W1634•,95,91,93.5,367719,2,3910,43618,96,40.8,,0.9,0.82,0.88,200,84,3600,3585,1.15,46,2,2,1290,0,•220/380/440•,•460/265.42/230•
3205,•W1635•,•W1635•,•IP55•,•W1635•,95.2,93.5,94.8,188007,43467,,43710,81,40785,2,0.88,0.77,0.85,200,15,3600,3580,1.15,18,2,2,931,0,•220/380/440•,•470.00/272.11/235.00•
3206,•W1636•,•W1636•,•IP55•,•W1636•,95.8,94.2,95.4,1431,43467,,43710,54,40.8,2,0.89,0.8,0.86,200,43,3600,3580,1.25,18,3,2,33.2,0,•220/380/440•,•462/268/231•
3207,•W1637•,•W1637•,•IPW55•,•W1637•,96.2,94.4,95.6,2.33,43498,599396,43679,81,40.8,,0.9,0.81,0.88,200,30,3600,3580,1.25,18,4,2,1040,0,•220/380/440•,•454/261.95/227•
3208,•W1638•,•W1638•,•IP54•,•W1638•,93.4,90.5,92.5,2599,43618,3525,43618,85,80.2,,0.88,0.81,0.85,200,15,1800,1785,1,18,1,2,868,0,•220/380/440•,•470/271.19/235•
